image_id,scene_id,domain,region_index,psnr_lq,psnr_restored,ssim_lq,ssim_restored,lpips_lq,lpips_restored,dists_lq,dists_restored,psnr_gain,ssim_gain,lpips_gain,dists_gain,four_metric_majority,psnr_benefit
case1,case1,real_csig,93,27.584563435820133,26.033790448157994,0.8955748677253723,0.7873347997665405,0.1117183268070221,0.4379290044307709,0.22265011072158813,0.3241126537322998,-1.550772987662139,-0.10824006795883179,-0.3262106776237488,-0.10146254301071167,0,0
case1,case1,real_csig,94,29.341349485170767,27.27625071177942,0.9265334606170654,0.811722457408905,0.09317785501480103,0.42995864152908325,0.21557092666625977,0.3494916558265686,-2.065098773391348,-0.1148110032081604,-0.3367807865142822,-0.13392072916030884,0,0
case1,case1,real_csig,95,30.926343270600416,29.11668038772578,0.9406247138977051,0.8329666256904602,0.07785250246524811,0.4284983277320862,0.18752747774124146,0.34083425998687744,-1.8096628828746368,-0.10765808820724487,-0.3506458252668381,-0.153306782245636,0,0
case1,case1,real_csig,96,28.87401185010632,28.08434394829201,0.8916018605232239,0.8286684155464172,0.12270466983318329,0.4001840353012085,0.20487189292907715,0.2869422435760498,-0.7896679018143118,-0.06293344497680664,-0.2774793654680252,-0.08207035064697266,0,0
case1,case1,real_csig,97,46.79232765973378,39.417552650100646,0.9983210563659668,0.9349365234375,0.005808766931295395,0.2528546452522278,0.08190023899078369,0.3198617696762085,-7.374775009633133,-0.0633845329284668,-0.2470458783209324,-0.2379615306854248,0,0
case1,case1,real_csig,98,41.97398909013506,37.407278804888065,0.9964542984962463,0.9037268161773682,0.026957957074046135,0.36702173948287964,0.09493696689605713,0.3252526521682739,-4.566710285246998,-0.09272748231887817,-0.3400637824088335,-0.2303156852722168,0,0
case1,case1,real_csig,99,43.35199896168467,37.48674513276701,0.9967584609985352,0.9047010540962219,0.02443559654057026,0.3640172481536865,0.11718618869781494,0.3162776231765747,-5.865253828917659,-0.09205740690231323,-0.33958165161311626,-0.19909143447875977,0,0
case1,case1,real_csig,100,44.51350988201931,37.90027777409851,0.9969940185546875,0.9002910256385803,0.02050754800438881,0.3679904043674469,0.0868881344795227,0.3200857639312744,-6.613232107920794,-0.09670299291610718,-0.3474828563630581,-0.2331976294517517,0,0
case1,case1,real_csig,101,43.27321745004541,37.31890872295461,0.9974765777587891,0.8928130269050598,0.021238425746560097,0.38706859946250916,0.08738279342651367,0.3278181552886963,-5.9543087270907975,-0.10466355085372925,-0.36583017371594906,-0.24043536186218262,0,0
case1,case1,real_csig,102,46.844940171638285,38.32357634162102,0.9977805614471436,0.8995084762573242,0.012619901448488235,0.3586527109146118,0.11192631721496582,0.31534135341644287,-8.521363830017265,-0.09827208518981934,-0.3460328094661236,-0.20341503620147705,0,0
